mac,brand
00-3D-41,Hatteland Computer AS
CC-50-76,Ocom Communications Inc.
4C-C4-52,Shang Hai Tyd. Electon Technology Ltd
7C-CB-0D,Antaira Technologies LLC
C0-1E-9B,Pixavi AS
80-3B-9A,ghe-ces electronic ag
74-32-56,NT-ware Systemprg GmbH
C4-E1-7C,U2S Co.
20-BF-DB,DVL
20-41-5A,Smarteh d.o.o.
A4-DA-3F,Bionics Corp.
A0-40-25,Actioncable Inc.
4C-4B-68,Mobile Device Inc.
20-12-57,Most Lucky Trading Ltd
E8-DA-AA,VideoHome Technology Corp.
64-7D-81,Yokota Industrial Ltd
7C-CF-CF,Shanghai SEARI Intelligent System Ltd
68-AA-D2,Datecs Ltd
A4-DE-50,Total Walther GmbH
1C-F0-61,SCAPS GmbH
A8-93-E6,Jiangxi Jinggangshan Cking Communication Technology Ltd
C4-AA-A1,SUMMIT DEVELOPMENT, spol.s r.o.
30-32-D4,Hanilstm Ltd
E0-64-BB,DigiView S.r.l.
DC-33-50,TechSAT GmbH
F0-BC-C8,MaxID (Pty) Ltd
24-82-8A,Prowave Technologies Ltd
68-CC-9C,Mine Site Technologies
14-6E-0A,Private
0C-E7-09,Fox Crypto B.V.
B4-B5-AF,Minsung Electronics
04-B3-B6,Seamap (UK) Ltd
00-27-0B,Adura Technologies
00-27-0D,Cisco Systems Inc.
00-27-1B,Alec Sicherheitssysteme GmbH
00-27-18,Suzhou NEW SEAUNION Video Technology Ltd
6C-0F-6A,JDC Tech Ltd
04-B4-66,BSP Ltd
D8-D6-7E,GSK CNC Equipment Ltd
00-26-AE,Wireless Measurement Ltd
00-26-B1,Navis Auto Motive Systems Inc.
00-26-AA,Kenmec Mechanical Engineering Ltd
00-26-D2,Pcube Systems Inc.
00-26-CD,PurpleComm Inc.
00-27-07,Lift Complex DS, JSC
00-26-D7,KM Electornic Technology Ltd
00-26-D0,Semihalf
00-26-FE,MKD Technology Inc.
00-26-A0,moblic
00-26-E5,AEG Power Solutions
00-26-E3,DTI
00-26-BC,General Jack Technology Ltd
00-26-96,NOOLIX Ltd
00-26-9A,Carina System Ltd
00-26-95,ZT Group Int'l Inc
00-26-93,QVidium Technologies Inc.
00-26-65,ProtectedLogic Corporation
00-26-60,Logiways
00-26-70,Cinch Connectors
00-26-71,AUTOVISION Ltd
00-26-48,Emitech Corp.
00-26-45,Circontrol S.A.
00-26-3E,Trapeze Networks
00-26-3C,Bachmann Technology GmbH & Co. KG
00-26-3D,MIA Corporation
00-26-78,Logic Instrument SA
00-26-77,Deif A/S
00-26-8E,Alta Solutions Inc.
00-26-88,Juniper Networks
00-25-DA,Secura Key
00-25-DB,ATI Electronics(Shenzhen) Ltd
00-25-D5,Robonica (Pty) Ltd
00-25-E2,Everspring Industry Ltd
00-25-E1,Shanghai Seeyoo Electronic & Technology Ltd
00-26-0E,Ablaze Systems LLC
00-26-10,Apacewave Technologies
00-26-0D,Mercury Systems Inc.
00-26-0A,Cisco Systems Inc.
00-26-32,Instrumentation Technologies d.d.
00-26-2E,Chengdu Jiuzhou Electronic Technology Inc
00-26-2C,IKT Advanced Technologies s.r.o.
00-26-29,Juphoon System Software Inc.
00-26-25,MediaSputnik
00-26-26,Geophysical Survey Systems Inc.
00-25-CC,Mobile Communications Korea Incorporated
00-25-F9,GMK electronic design GmbH
00-25-F7,Ansaldo STS USA
00-26-1B,Laurel Bank Machines Ltd
00-26-14,Ktnf
00-26-03,Shenzhen Wistar Technology Ltd
00-25-A6,Central Network Solution Ltd
00-25-AA,Beijing Soul Technology Ltd
00-25-88,Genie Industries Inc.
00-25-80,Equipson S.A.
00-25-BD,Italdata Ingegneria dell'Idea S.p.A.
00-25-B7,Costar electronics Inc.
00-25-7D,PointRed Telecom Private Ltd
00-25-A2,Alta Definicion LINCEO S.L.
00-25-6D,Broadband Forum
00-25-6C,Azimut Production Association JSC
00-25-63,Luxtera Inc
00-25-93,DatNet Informatikai Kft.
00-25-8E,The Weather Channel
00-25-A3,Trimax Wireless Inc.
00-25-9C,Cisco-Linksys LLC
00-25-C8,S-Access GmbH
00-25-C0,ZillionTV Corporation
00-25-1B,Philips CareServant
00-25-18,Power PLUS Communications AG
00-25-15,SFR
00-25-0D,GZT Telkom-Telmor sp. z o.o.
00-25-0E,gt german telematics GmbH
00-25-31,Cloud Engines Inc.
00-25-2D,Kiryung Electronics
00-25-45,Cisco Systems Inc.
00-25-42,Pittasoft
00-25-36,Oki Electric Industry Ltd
00-25-41,Maquet Critical Care AB
00-25-2B,Stirling Energy Systems
00-25-24,Lightcomm Technology Ltd
00-25-4E,Vertex Wireless Ltd
00-25-46,Cisco Systems Inc.
00-25-22,ASRock Incorporation
00-25-60,Ibridge Networks & Communications Ltd
00-24-B8,free alliance sdn bhd
00-24-B3,Graf-Syteco GmbH & Co. KG
00-24-F6,Miyoshi Electronics Corporation
00-24-F0,Seanodes
00-24-CB,Autonet Mobile
00-24-D1,Thomson Inc.
00-24-C9,Broadband Solutions Group
00-24-CA,Tobii Technology AB
00-25-08,Maquet Cardiopulmonary AG
00-24-FC,QuoPin Ltd
00-24-FB,Private
00-24-FA,Hilger u. Kern GmbH
00-24-D0,Shenzhen SOGOOD Industry Ltd
00-24-CC,Fascinations Toys and Gifts Inc.
00-24-C7,Mobilarm Ltd
00-24-DF,Digitalbox Europe GmbH
00-24-45,Adtran Inc
00-24-3F,Storwize Inc.
00-24-97,Cisco Systems Inc.
00-24-A3,Sonim Technologies Inc
00-24-AA,Dycor Technologies Ltd
00-24-A9,Ag Leader Technology
00-24-A6,TELESTAR DIGITAL GmbH
00-24-9B,Action Star Enterprise Ltd
00-24-71,Fusion MultiSystems dba Fusion-io
00-24-74,Autronica Fire And Securirty
00-24-46,MMB Research Inc.
00-24-63,Phybridge Inc
00-24-72,ReDriven Power Inc.
00-24-1C,FuGang Electronic (DG) Ltd
00-24-19,Private
00-24-15,Magnetic Autocontrol GmbH
00-23-E7,Hinke A/S
00-23-E2,SEA Signalisation
00-24-25,Shenzhenshi chuangzhicheng Technology Ltd
00-24-27,SSI Computer Corp
00-24-11,PharmaSmart LLC
00-24-0F,Ishii Tool & Engineering Corporation
00-23-FA,RG Nets Inc.
00-23-F2,TVLogic
00-24-0A,US Beverage Net
00-24-07,Telem SAS
00-24-40,Halo Monitoring Inc.
00-23-CF,Cummins-Allison Corp.
00-23-C2,SAMSUNG Electronics Ltd
00-23-C4,Lux Lumen
00-23-C5,Radiation Safety and Control Services Inc
00-23-C6,SMC Corporation
00-23-88,V.T. Telematica S.p.a.
00-23-83,InMage Systems Inc
00-23-81,Lengda Technology(Xiamen) Ltd
00-23-BF,Mainpine Inc.
00-23-B2,Intelligent Mechatronic Systems Inc
00-23-B5,Ortana Ltd
00-23-B9, Airbus Defence and Space Deutschland GmbH
00-23-BD,Digital Ally Inc.
00-23-D5,WAREMA electronic GmbH
00-23-C9,Sichuan Tianyi Information Science & Technology Stock Ltd
00-23-CE,Kita Denshi Corporation
00-23-A9,Beijing Detianquan Electromechanical Equipment Ltd
00-23-9B,Elster Solutions LLC
00-23-7B,Whdi LLC
00-23-24,G-PRO Computer
00-23-E0,INO Therapeutics LLC
00-23-90,Algolware Corporation
00-23-11,Gloscom Ltd
00-23-09,Janam Technologies LLC
00-23-04,Cisco Systems Inc.
00-23-5D,Cisco Systems Inc.
00-23-5C,Aprius Inc.
00-23-52,DATASENSOR S.p.A.
00-23-2F,Advanced Card Systems Ltd
00-23-53,F E T Elettronica snc
00-23-42,Coffee Equipment Company
00-23-37,Global Star Solutions ULC
00-23-19,Sielox LLC
00-23-6A,SmartRG Inc
00-23-31,Nintendo Ltd
00-23-35,Linkflex Ltd
00-23-25,IOLAN Holding
00-23-21,Avitech International Corp
00-23-70,Snell
00-22-B9,Analogix Seminconductor Inc.
00-22-B8,Norcott
00-22-B7,GSS Grundig SAT-Systems GmbH
00-22-B3,Sei S.p.A.
00-22-9C,Verismo Networks Inc
00-22-9A,Lastar Inc.
00-22-EE,Algo Communication Products Ltd
00-22-EA,Rustelcom Inc.
00-22-F0,3 Greens Aviation Limited
00-22-EC,Idealbt Technology Corporation
00-22-DD,Protecta Electronics Ltd
00-22-AB,Shenzhen Turbosight Technology Ltd
00-22-9B,AverLogic Technologies Inc.
00-22-BE,Cisco Systems Inc.
00-22-BF,SieAmp Group Of Companies
00-22-DB,Translogic Corporation
00-22-DA,Anatek LLC
00-22-F9,Pollin Electronic GmbH
00-22-C5,InfORSON Ltd
00-22-62,BEP Marine
00-22-6A,Honeywell
00-22-63,Koos Technical Services Inc.
00-22-6C,LinkSprite Technologies Inc.
00-22-5C,Multimedia & Communication Technology
00-22-84,Desay A&V Science AND Technology Ltd
00-22-86,Astron
00-22-82,8086 Consultancy
00-22-46,Evoc Intelligent Technology Ltd
00-22-48,Microsoft Corporation
00-22-90,Cisco Systems Inc.
00-22-8A,Teratronik elektronische Systeme GmbH
00-22-8E,TV-Numeric
00-22-54,Bigelow Aerospace
00-22-57,3Com Europe Ltd
00-22-76,Triple EYE B.V.
00-22-74,FamilyPhone AB
00-22-36,Vector SP. Z O.O.
00-22-30,FutureLogic Inc.
00-22-2E,maintech GmbH
00-22-14,Rinnai Korea
00-22-0B,National Source Coding Center
00-22-0C,Cisco Systems Inc.
00-21-EA,Bystronic Laser AG
00-21-FD,Lacroix Traffic S.A.U
00-21-CD,LiveTV
00-21-D0,Global Display Solutions Spa
00-22-28,Breeze Innovations Ltd
00-22-29,Compumedics Ltd
00-22-16,Shibaura Vending Machine Corporation
00-21-E1,Nortel Networks
00-22-00,IBM Corp
00-21-C6,CSJ Global Inc.
00-21-C3,CoRNELL Communications Inc.
00-21-C7,Russound
00-21-C1,ABB Oy / Medium Voltage Products
00-21-C0,Mobile Appliance Inc.
00-21-BB,Riken Keiki Ltd
00-21-66,NovAtel Inc.
00-21-64,Special Design Bureau for Seismic Instrumentation
00-21-60,Hidea Solutions Ltd
00-21-B1,Digital Solutions Ltd
00-21-B0,Tyco Telecommunications
00-21-AD,Nordic ID Oy
00-21-7F,Intraco Technology Pte Ltd
00-21-7D,Pyxis S.R.L.
00-21-6F,SymCom Inc.
00-21-A3,Micromint
00-21-A5,ERLPhase Power Technologies Ltd
00-21-9D,Adesys BV
00-21-95,GWD Media Limited
00-21-88,EMC Corporation
00-21-1A,LInTech Corporation
00-21-16,Transcon Electronic Systems, spol. s r. o.
00-21-15,PHYWE Systeme GmbH & Co. KG
00-21-41,Radlive
00-21-40,EN Technologies Inc.
00-21-3D,Cermetek Microelectronics Inc.
00-21-11,Uniphone Inc.
00-21-14,Hylab Technology Inc.
00-21-32,Masterclock Inc.
00-21-31,Blynke Inc.
00-21-29,Cisco-Linksys LLC
00-21-1D,Dataline AB
00-21-20,Sequel Technologies
00-21-52,General Satellite Research & Development Limited
00-21-58,Style Flying Technology Co.
00-21-48,Kaco Solar Korea
00-21-3C,AliphCom
00-1F-B5,I/O Interconnect Inc.
00-1F-E7,Simet
00-1F-DB,Network Supply Corp.
00-1F-BF,Fulhua Microelectronics Corp. Taiwan Branch
00-1F-BE,Shenzhen Mopnet Industrial Ltd
00-1F-C2,Jow Tong Technology Ltd
00-1F-D2,Commtech Technology Macao Commercial Offshore Ltd
00-1F-B8,Universal Remote Control Inc.
00-1F-D4,4IPNET Inc.
00-1F-CB,NIW Solutions
00-1F-F7,Nakajima All Precision Ltd
00-1F-EB,Trio Datacom Pty Ltd
00-1F-69,Pingood Technology Ltd
00-1F-4D,Segnetics LLC
00-1F-81,Accel Semiconductor Corp
00-1F-83,Teleplan Technology Services Sdn Bhd
00-1F-9B,Posbro
00-1F-78,Blue Fox Porini Textile
00-1F-68,Martinsson Elektronik AB
00-1F-63,JSC Goodwin-Europa
00-1F-AD,Brown Innovations Inc.
00-1F-A6,Stilo srl
00-1F-97,BERTANA srl
00-1F-8C,CCS Inc.
00-1F-10,Toledo DO Brasil Industria de Balancas Ltda
00-1F-0F,Select Engineered Systems
00-1F-02,Pixelmetrix Corporation Pte Ltd
00-1E-FE,LEVEL s.r.o.
00-1F-1A,Prominvest
00-1F-18,Hakusan.Mfg Ltd
00-1F-13,S.& A.S Ltd
00-1F-25,MBS GmbH
00-1F-27,Cisco Systems Inc.
00-1F-26,Cisco Systems Inc.
00-1E-EF,Cantronic International Limited
00-1E-DE,BYD Company Limited
00-1E-DD,Wasko S.A.
00-1E-DB,Giken Trastem Ltd
00-1F-42,Etherstack plc
00-1F-35,AIR802 LLC
00-1F-34,Lung Hwa Electronics Ltd
00-1E-EB,Talk-A-Phone Co.
00-1E-6A,Beijing Bluexon Technology Ltd
00-1E-66,RESOL Elektronische Regelungen GmbH
00-1E-63,Vibro-Meter SA
00-1E-7F,CBM Of America
00-1E-82,SanDisk Corporation
00-1E-B1,Cryptsoft Pty Ltd
00-1E-AF,Ophir Optronics Ltd
00-1E-AD,Wingtech Group Limited
00-1E-D1,Keyprocessor B.V.
00-1E-D0,Ingespace
00-1E-8E,Hunkeler AG
00-1E-87,Realease Limited
00-1E-CD,KYLAND Technology Ltd
00-1E-BF,Haas Automation Inc.
00-1E-BC,Wintech Automation Ltd
00-1E-6F,Magna-Power Electronics Inc.
00-1E-A1,Brunata a/s
00-1E-53,Further Tech Ltd
00-1E-4E,DAKO EDV-Ingenieur- und Systemhaus GmbH
00-1E-49,Cisco Systems Inc.
00-1E-28,Lumexis Corporation
00-1E-24,Zhejiang Bell Technology Ltd
00-1E-20,Intertain Inc.
00-1E-1C,SWS Australia Pty Limited
00-1E-12,Ecolab
00-1E-16,Keytronix
00-1E-32,Zensys
00-1E-35,Nintendo Ltd
00-1E-2B,Radio Systems Design Inc.
00-1E-42,Teltonika
00-1E-43,Aisin AW Ltd
00-1E-08,Centec Networks Inc
00-1D-FB,NETCLEUS Systems Corporation
00-1D-B9,Wellspring Wireless
00-1D-BB,Dynamic System Electronics Corp.
00-1D-B3,HPN Supply Chain
00-1D-B1,Crescendo Networks
00-1D-B4,Kumho ENG Ltd
00-1D-A4,Hangzhou System Technology Ltd
00-1D-9F,MATT R.P.Traczynscy Sp.J.
00-1D-90,EMCO Flow Systems
00-1D-93,Modacom
00-1D-94,Climax Technology Ltd
00-1D-8E,Alereon Inc.
00-1D-DB,C-BEL Corporation
00-1D-E6,Cisco Systems Inc.
00-1D-E7,Marine Sonic Technology Ltd
00-1D-7B,Ice Energy Inc.
00-1D-6C,ClariPhy Communications Inc.
00-1D-C5,Beijing Jiaxun Feihong Electricial Ltd
00-1D-C6,SNR Inc.
00-1D-84,Gateway Inc.
00-1D-85,Call Direct Cellular Solutions
00-1D-BF,Radiient Technologies Inc.
00-1D-34,SYRIS Technology Corp
00-1D-32,Longkay Communication & Technology (Shanghai) Ltd
00-1D-2A,Shenzhen BUL-Tech Ltd
00-1D-2D,Pylone Inc.
00-1D-5D,Control Dynamics Pty Ltd
00-1D-59,Mitra Energy & Infrastructure
00-1D-2B,Wuhan Pont Technology Co Ltd
00-1D-22,Foss Analytical A/S
00-1D-23,Sensus
00-1D-3E,Saka Techno Science Ltd
00-1D-40, Intel - GE Care Innovations LLC
00-1D-57,CAETEC Messtechnik
00-1D-51,Babcock & Wilcox Power Generation Group Inc.
00-1D-4C,Alcatel-Lucent
00-1D-1A,OvisLink S.A.
00-1C-B7,USC DigiArk Corporation
00-1C-AF,Plato Networks Inc.
00-1C-B1,Cisco Systems Inc.
00-1C-FE,Quartics Inc
00-1D-0B,Power Standards Lab
00-1D-02,Cybertech Telecom Development
00-1C-E9,Galaxy Technology Limited
00-1C-EA,Scientific-Atlanta Inc.
00-1C-E7,Rocon PLC Research Centre
00-1C-DB,Carpoint Ltd
00-1C-D5,ZeeVee Inc.
00-1C-BC,CastGrabber LLC
00-1C-E4,EleSy JSC
00-1C-E2,Attero Tech LLC.
00-1C-AA,Bellon Pty Ltd
00-1C-A0,Production Resource Group LLC
00-1C-D3,ZP Engineering SEL
00-1C-CB,Forth Corporation Public Company Limited
00-1C-75,Segnet Ltd
00-1C-74,Syswan Technologies Inc.
00-1C-68,Anhui Sun Create Electronics Ltd
00-1C-66,Ucamp Ltd
00-1C-98,Lucky Technology (HK) Company Limited
00-1C-81,NextGen Venturi Ltd
00-1C-7A,Perfectone Netware Company Ltd
00-1C-53,Synergy Lighting Controls
00-1C-4D,Aplix IP Holdings Corporation
00-1C-92,Tervela
00-1C-8A,Cirrascale Corporation
00-1C-38,Bio-Rad Laboratories Inc.
00-1C-30,Mode Lighting (UK ) Ltd
00-1C-2E,HPN Supply Chain
00-1C-2A,Envisacor Technologies Inc.
00-1C-02,Pano Logic
00-1C-05,Nonin Medical Inc.
00-1C-06,Siemens Numerical Control Ltd Nanjing
00-1B-EA,Nintendo Ltd
00-1B-E5,802automation Limited
00-1B-E4,Townet SRL
00-1C-04,Airgain Inc.
00-1C-01,ABB Oy Drives
00-1B-FF,Millennia Media Inc.
00-1B-F2,Kworld Computer Ltd
00-1B-F0,Value Platforms Limited
00-1C-1B,Hyperstone GmbH
00-1C-10,Cisco-Linksys LLC
00-1B-D2,ULTRA-X ASIA PACIFIC Inc.
00-1B-8D,Electronic Computer Systems Inc.
00-1B-86,Bosch Access Systems GmbH
00-1B-C2,Integrated Control Technology Limitied
00-1B-BB,RFTech Ltd
00-1B-AA,XenICs nv
00-1B-7C,A & R Cambridge
00-1B-5D,Vololink Pty Ltd
00-1B-5A,Apollo Imaging Technologies Inc.
00-1B-56,Tehuti Networks Ltd
00-1B-C6,Strato Rechenzentrum AG
00-1B-C4,Ultratec Inc.
00-1B-A1,Amic AB
00-1B-96,General Sensing
00-1A-EA,Radio Terminal Systems Pty Ltd
00-1A-DD,PePWave Ltd
00-1A-D6,Jiagnsu Aetna Electric Ltd
00-1A-D4,iPOX Technology Ltd
00-1B-14,Carex Lighting Equipment Factory
00-1B-15,Voxtel Inc.
00-1B-09,Matrix Telecom Pvt Ltd
00-1B-03,Action Technology (SZ) Ltd
00-1A-FB,Joby Inc.
00-1A-FD,Evolis
00-1B-1E,HART Communication Foundation
00-1B-4C,Signtech
00-1A-D5,KMC Chain Industrial Ltd
00-1A-D0,Albis Technologies AG
00-1A-D3,Vamp Ltd
00-1A-D8,AlsterAero GmbH
00-1A-DA,Biz-2-Me Inc.
00-1A-6F,MI.TEL s.r.l.
00-1A-71,Diostech Ltd
00-1A-69,Wuhan Yangtze Optical Technology Ltd
00-1A-67,Infinite QL Sdn Bhd
00-1A-C3,Scientific-Atlanta Inc.
00-1A-BF,TRUMPF Laser Marking Systems AG
00-1A-B8,Anseri Corporation
00-1A-BC,U4EA Technologies Ltd
00-1A-CB,Autocom Products Ltd
00-1A-CF,C.T. Elettronica
00-1A-A3,Delorme
00-1A-9B,ADEC & Parter AG
00-1A-9D,Skipper Wireless Inc.
00-1A-85,NV Michel Van de Wiele
00-1A-8E,3Way Networks Ltd
00-1A-44,JWTrading Ltd
00-1A-49,Micro Vision Ltd
00-1A-3D,Ajin Vision Ltd
00-1A-41,INOCOVA Ltd
00-1A-33,ASI Communications Inc.
00-1A-23,Ice Qube Inc.
00-1A-1D,PChome Online Inc.
00-1A-17,Teak Technologies Inc.
00-1A-1C,GT&T Engineering Pte Ltd
00-1A-1F,Coastal Environmental Systems
00-1A-64,IBM Corp
00-1A-51,Alfred Mann Foundation
00-1A-55,ACA-Digital Corporation
00-19-E6,Toyo Medic Ltd
00-19-E2,Juniper Networks
00-19-E8,Cisco Systems Inc.
00-19-DF,Thomson Inc.
00-19-DD,FEI-Zyfer Inc.
00-19-B2,XYnetsoft Ltd
00-19-A4,Austar Technology (hang zhou) Ltd
00-19-AA,Cisco Systems Inc.
00-19-B1,Arrow7 Corporation
00-19-B3,Stanford Research Systems
00-1A-0A,Adaptive Micro-Ware Inc.
00-1A-05,Optibase Ltd
00-19-D4,ICX Technologies
00-19-CF,Salicru, S.A.
00-19-FC,PT. Ufoakses Sukses Luarbiasa
00-19-F4,Convergens Oy Ltd
00-19-96,TurboChef Technologies Inc.
00-19-97,Soft Device Sdn Bhd
00-19-98,Sato Corporation
00-19-9C,Ctring
00-19-46,Cianet Industria e Comercio S/A
00-19-49,Tentel Comtech Ltd
00-19-44,Fossil Partners, L.P.
00-19-71,Guangzhou Unicomp Technology Ltd
00-19-64,Doorking Inc.
00-19-76,Xipher Technologies LLC
00-19-6C,Etrovision Technology
00-19-67,TELDAT Sp.J.
00-19-52,ACOGITO Ltd
00-19-8B,Novera Optics Korea Inc.
00-19-61,Blaupunkt Embedded Systems GmbH
00-19-42,ON Software International Limited
00-19-3F,RDI technology(Shenzhen) Ltd
00-19-41,Pitney Bowes Inc.
00-18-FD,Optimal Technologies International Inc.
00-18-F0,JOYTOTO Ltd
00-18-E9,Numata Corporation
00-19-08,Duaxes Corporation
00-19-0C,Encore Electronics Inc.
00-19-19,ASTEL Inc.
00-19-2D,Nokia Corporation
00-18-EF,Escape Communications Inc.
00-18-E6,Computer Hardware Design SIA
00-19-30,Cisco Systems Inc.
00-19-27,ImCoSys Ltd
00-18-F7,Kameleon Technologies
00-18-88,GOTIVE a.s.
00-18-8A,Infinova LLC
00-18-86,EL-Tech Inc.
00-18-87,Metasystem SpA
00-18-BE,ANSA Corporation
00-18-BA,Cisco Systems Inc.
00-18-B4,Dawon Media Inc.
00-18-B6,S3C Inc.
00-18-A3,Zippy Technology Corp.
00-18-A0,Cierma Ascenseurs
00-18-93,Shenzhen Photon Broadband Technology Ltd
00-18-B1,IBM Corp
00-18-7B,4NSYS Ltd
00-18-7F,Zodianet
00-18-7E,RGB Spectrum
00-18-9D,Navcast Inc.
00-18-D6,Swirlnet A/S
00-18-CD,Erae Electronics Industry Ltd
00-18-DB,EPL Technology Ltd
00-18-C8,ISONAS Inc.
00-18-49,nVent, Schroff GmbH
00-18-46,Crypto S.A.
00-18-45,Pulsar-Telecom LLC.
00-18-1E,GDX Technologies Ltd
00-18-1C,Exterity Limited
00-18-63,Veritech Electronics Limited
00-18-5A,uControl Inc.
00-18-52,StorLink Semiconductors Inc.
00-18-50,Secfone Kft
00-18-58,TagMaster AB
00-18-24,Kimaldi Electronics, S.L.
00-18-3D,Vertex Link Corporation
00-18-25,Private
00-18-79,dSys
00-18-03,ArcSoft Shanghai Ltd
00-17-EF,IBM Corp
00-17-F5,LIG Neoptek
00-17-CD,CEC Wireless R&D Ltd
00-17-D0,Opticom Communications LLC
00-17-C6,Cross Match Technologies Inc
00-17-FE,Talos System Inc.
00-17-F8,Motech Industries Inc.
00-17-C3,KTF Technologies Inc.
00-17-B7,Tonze Technology Co.
00-17-AB,Nintendo Ltd
00-18-07,Fanstel Corp.
00-18-08,SightLogix Inc.
00-17-CE,Screen Service Spa
00-17-DB,Canko Technologies Inc.
00-17-D6,Bluechips Microhouse Ltd
00-17-87,Brother, Brother & Sons ApS
00-17-89,Zenitron Corporation
00-17-60,Naito Densei Machida MFG Ltd
00-17-61,Private
00-17-68,Zinwave Ltd
00-17-69,Cymphonix Corp
00-17-62,Solar Technology Inc.
00-17-8F,Ningbo Yidong Electronic Ltd
00-17-94,Cisco Systems Inc.
00-17-8A,Darts Technologies Corp.
00-17-34,ADC Telecommunications
00-17-2E,FXC Inc.
00-17-2B,Global Technologies Inc.
00-17-72,ASTRO Strobel Kommunikationssysteme GmbH
00-17-3E,LeucotronEquipamentos Ltda.
00-17-98,Azonic Technology Ltd
00-17-47,Trimble
00-17-7A,Assa Abloy AB
00-16-F4,Eidicom Ltd
00-16-E7,Dynamix Promotions Limited
00-16-E5,Fordley Development Limited
00-16-E6,Giga-Byte Technology Ltd
00-17-20,Image Sensing Systems Inc.
00-17-1A,Winegard Company
00-16-C8,Cisco Systems Inc.
00-16-C4,SiRF Technology Inc.
00-16-F3,CAST Information Ltd
00-16-F5,Dalian Golden Hualu Digital Technology Ltd
00-16-F1,OmniSense LLC
00-16-DD,Gigabeam Corporation
00-17-1C,NT MicroSystems Inc.
00-17-16,Qno Technology Inc.
00-17-26,m2c Electronic Technology Ltd
00-17-21,FITRE S.p.A.
00-16-F9,CETRTA POT, d.o.o., Kranj
00-17-0A,Inew Digital Company
00-16-BD,ATI Industrial Automation
00-16-C0,Semtech Corporation
00-16-C2,Avtec Systems Inc
00-16-BA,Weathernews Inc.
00-16-B2,DriveCam Inc
00-16-B3,Photonicbridges (China) Ltd
00-16-AD,BT-Links Company Limited
00-16-6E,Arbitron Inc.
00-16-AF,Shenzhen Union Networks Equipment Ltd
00-16-9E,TV One Ltd
00-16-6A,TPS
00-16-63,KBT Mobile
00-16-9F,Vimtron Electronics Ltd
00-16-9A,Quadrics Ltd
00-16-92,Scientific-Atlanta Inc.
00-16-91,Moser-Baer AG
00-16-88,ServerEngines LLC
00-16-8B,Paralan Corporation
00-16-0A,SWEEX Europe BV
00-16-02,Ceyon Technology Ltd
00-16-00,CelleBrite Mobile Synchronization
00-15-F4,Eventide
00-16-29,Nivus GmbH
00-16-21,Colorado Vnet
00-16-1A,Dametric AB
00-16-15,Nittan Company, Limited
00-16-16,Browan Communication Inc.
00-16-17,MSI
00-16-2E,Space Shuttle Hi-Tech Ltd
00-16-2A,Antik Computers & Communications s.r.o.
00-16-56,Nintendo Ltd
00-16-51,Exeo Systems
00-16-10,Carina Technology
00-16-06,Ideal Industries
00-16-07,Curves International Inc.
00-16-54,Flex-P Industries Sdn. Bhd.
00-16-31,Xteam
00-16-4B,Quorion Data Systems GmbH
00-15-94,Bixolon Ltd
00-15-90,Hectronic GmbH
00-15-8C,Liab ApS
00-15-8F,NTT Advanced Technology Corporation
00-15-ED,Fulcrum Microsystems Inc.
00-15-F0,EGO BV
00-15-EE,Omnex Control Systems
00-15-C8,FlexiPanel Ltd
00-15-C0,Digital Telemedia Ltd
00-15-C2,3M Germany
00-15-88,Salutica Allied Solutions Sdn Bhd
00-15-83,IVT Corporation
00-15-85,Aonvision Technolopy Corp.
00-15-A5,DCI Ltd
00-15-B2,Advanced Industrial Computer Inc.
00-15-DA,Iritel A.D.
00-15-4A,Wanshih Electronic Ltd
00-15-4C,Saunders Electronics
00-15-4D,Netronome Systems Inc.
00-15-49,Dixtal Biomedica Ind. Com Ltda
00-15-3D,Elim Product Co.
00-15-44,CoM.s.a.t. AG
00-15-39,Technodrive srl
00-15-31,Kocom
00-15-35,OTE Spa
00-15-36,Powertech Ltd
00-15-2B,Cisco Systems Inc.
00-15-2C,Cisco Systems Inc.
00-15-28,Beacon Medical Products LLC d.b.a. BeaconMedaes
00-15-27,Balboa Instruments
00-15-21,Horoquartz
00-15-20,Radiocrafts AS
00-15-66,A-First Technology Ltd
00-15-6B,Perfisans Networks Corp.
00-15-47,AiZen Solutions Inc.
00-15-79,Lunatone Industrielle Elektronik GmbH
00-14-D7,Datastore Technology Corp
00-14-DD,Covergence Inc.
00-14-D4,K Technology Corporation
00-14-CF,INVISIO Communications
00-14-BE,Wink Communication technology Ltd
00-15-11,Data Center Systems
00-15-0E,Openbrain Technologies Ltd
00-15-0D,Hoana Medical Inc.
00-15-1C,Leneco
00-15-19,StoreAge Networking Technologies
00-15-06,Neo Photonics
00-15-04,Game Plus Ltd
00-15-05,Actiontec Electronics Inc.
00-14-FE,Artech Electronics
00-14-DE,Sage Instruments Inc.
00-14-DF,HI-P Tech Corporation
00-14-E6,AIM Infrarotmodule GmbH
00-14-F3,ViXS Systems Inc
00-14-7E,InnerWireless
00-14-7D,Aeon Digital International
00-14-76,MultiCom Industries Limited
00-14-73,Bookham Inc
00-14-89,B15402100 - Jandei, S.L.
00-14-80,Hitachi-LG Data Storage Korea Inc.
00-14-B6,Enswer Technology Inc.
00-14-B2,mCubelogics Corporation
00-14-AE,Wizlogics Ltd
00-14-A6,Teranetics Inc.
00-14-69,Cisco Systems Inc.
00-14-BA,Carvers SA de CV
